Id,ActualPrice,PredictedPrice
10406,593,569.18
22405,10428,10802.25
30404,730,717.3116666666666
15008,6046,6011.02
9422,4588,4543.08
3234,3353,3499.61
53656,2706,2411.88
41561,1237,1251.46
48146,1940,1951.44
17129,6834,7557.4
18486,7528,7446.21
27760,648,645.55
22755,10772,12103.57
4589,3655,3629.0266666666666
29660,706,722.7
23680,11733,12779.0
31451,765,743.06
8185,4368,5501.6
32000,777,631.49
41076,1192,1187.76
49404,2105,2318.33
47848,1908,1753.32
35056,884,902.38
47344,1845,1856.78
41649,1238,1140.24
51809,2416,2663.69
32279,789,781.2533333333334
41156,1199,1365.79
52778,2565,3062.15
27850,652,735.81
13945,5673,5830.69
7569,4252,4810.17
5423,3823,3963.58
6449,4049,3825.79
2392,561,586.88
22204,10246,9842.02
9276,4564,4443.86
25962,15147,13767.65
19178,7931,6802.17
9393,4586,4512.79
52662,2549,2522.43
29824,710,772.1
7416,4226,4327.82
16110,6440,8097.31
42660,1333,1263.37
48593,1995,1948.39
29172,694,725.45
44197,1569,1559.3
16632,6652,7256.52
30384,730,778.5
28863,684,539.31
50,404,426.48
18147,7352,8424.43
12583,5281,5536.59
12296,5218,4974.66
31868,776,740.72
43871,1450,1499.9
2065,561,565.28
28645,434,450.41
15055,605,577.42
43747,1438,1386.36
15174,6097,6218.1
25063,13587,14461.426666666664
3602,3425,3372.89
45099,1648,1847.59
30924,745,716.53
24381,638,650.06
16553,6613,6688.93
21005,9218,9664.09
27184,17469,17097.29
7803,4291,4030.6
46321,1756,1899.63
17167,6855,6280.3859999999995
31716,771,831.4033333333334
20194,8637,8182.92
13201,5456,5755.25
41207,1205,1212.61
17977,7272,7910.29
22734,10752,10788.5
35510,904,927.64
27939,431,419.55
14101,5719,5394.47
30944,449,473.48
34692,873,911.62
17497,7032,7431.12
49364,2099,1961.95
5951,3948,4243.2
17241,6899,8117.85
53402,2667,2347.5
39704,1089,949.43
38785,1046,931.45
11875,5108,5270.37
32790,804,673.7116666666666
6722,577,577.23
32169,787,718.45
46091,1739,1790.04
39274,490,710.63
40143,1116,1038.19
16652,6659,6715.64
19150,7911,8596.766
23410,11400,11977.76
48956,2048,2131.96
23295,11325,11450.27
39941,492,440.82
46632,526,486.4
49222,2081,2271.94
29925,713,787.4
33915,844,796.74
12761,5324,5230.59
14162,5746,5924.24
49148,2068,1976.56
45998,1724,1894.38
35223,893,897.27
4990,3740,3691.68
16191,6471,6332.01
24597,12907,11890.355
17389,612,599.74
19231,7969,7966.33
50070,2202,2374.08
8330,4395,4428.73
4126,3541,3400.7
12068,5155,5473.74
6755,4103,3851.92
101,2760,3027.97
50630,402,412.46
7715,580,563.29
11714,596,574.61
5701,574,549.67
25715,14623,15124.64
44614,1607,1664.89
23943,12078,11960.84
52673,2550,2475.32
52077,2456,2691.4
33741,840,863.88
36959,480,495.67
5551,3856,3733.74
32177,787,804.62
51995,2443,2696.65
37554,988,968.65
52370,2504,2307.736
32294,454,486.18
17516,7044,5792.91
24594,12907,17551.71
53671,2709,3215.68
18223,7395,7275.87
20693,8971,8413.53
48551,1989,1842.91
18082,7308,7439.31
42159,1284,1386.15
53337,2655,2824.68
19174,7928,9792.94
2220,3145,3604.06
6016,3963,4091.78
2123,3121,2970.52
7006,4155,4347.42
44356,1580,1677.45
31509,765,764.79
21091,9261,8726.63
26051,15253,13576.38
45163,1654,1621.82
9392,4586,5097.11
11003,4914,4860.01
3294,3365,3299.85
42792,1350,1204.59
50596,2283,2325.71
50354,2246,2334.13
32217,789,786.42
930,2882,2860.0
20081,8557,8350.96
38119,1013,996.57
2657,3234,3188.36
20738,8978,9218.18
42047,1269,1269.17
48175,1944,1891.57
33591,833,819.65
15040,605,663.7183333333332
17037,6805,6388.37
36650,948,955.11
29324,698,697.5
41004,1183,1171.07
15759,6301,6148.29
8051,583,521.88
654,2844,2837.2
28253,666,673.17
53578,2697,2212.79
49264,2088,2751.84
31228,756,703.91
151,2769,2463.01
46827,1809,1718.11
3160,3335,3520.9
42004,1265,1148.4
26025,645,639.36
12467,5250,6123.7
2796,3260,3360.03
11490,5017,5662.28
31149,755,803.28
44164,1565,1347.34
4898,3721,3533.76
33154,816,801.89
51540,2386,2362.15
13302,5494,5696.61
16242,6499,6540.85
28929,684,651.05
52702,2553,2595.57
43808,1443,1534.41
2051,561,558.98
26385,15878,13672.7625
45778,1708,1643.79
33870,844,842.05
53276,2649,2916.38
5704,574,573.24
5435,3827,3127.01
12363,597,585.51
21140,9297,9382.68
43378,1410,1431.17
26459,16004,14624.97
24960,13445,16501.83
23823,11888,11545.83
39499,1079,1090.89
18225,7399,7482.01
8218,4371,4261.48
26696,429,463.25
15491,6206,5506.11
19448,8097,7754.68
33944,464,422.59
36618,477,515.53
14954,6022,6024.0233333333335
24309,12554,12459.58
42897,1361,1361.82
53460,2677,3412.28
18060,7292,7113.92
30197,722,784.93
6189,3997,3925.62
46457,1774,1803.19
38474,1031,1025.2
39508,1080,1207.9
45636,525,554.47
8719,586,592.27
53165,2628,2843.17
46480,1777,1788.98
43002,1369,1527.92
3100,3321,3463.11
8643,4452,4286.11
11046,595,585.09
26783,16628,16327.71
8206,4369,3897.08
4622,3665,4669.44
21613,9706,9791.67
18006,7282,6725.37
44856,1627,1721.64
20252,8683,8207.52
25506,14299,14421.03
21691,626,617.51
3230,3352,4066.89
45737,1699,2064.64
48288,1957,1904.7
22990,11040,14867.024666666666
23971,12108,11067.37
22810,10833,9868.68
11484,5015,4633.79
20262,8688,8494.36
36449,942,900.53
49309,540,598.07
19411,8067,8327.04
42832,1356,1471.22
6518,4065,4110.22
30374,729,960.395
49867,2175,2255.55
53176,2630,2935.83
29198,694,730.34
5436,3828,4381.68
27204,17522,15214.14
46851,1812,1750.58
29058,687,688.77
37267,481,527.56
30910,745,773.32
38659,1040,999.28
14970,6030,5805.42
6776,4112,4467.41
6110,3978,4322.78
19461,8107,8425.872833333333
3585,3422,3624.15
51512,2384,2219.52
30024,718,767.32
41341,1216,1210.52
17641,7106,6108.88
8177,4364,4305.52
36036,923,914.93
47485,1863,2495.27
21421,9530,8456.02
2534,3205,3179.74
11810,5091,5622.84
43297,1401,1578.29
21500,9596,8957.53
5858,3921,4192.96
28126,664,631.6
588,2835,3075.24
7088,4165,4110.56
9291,4570,4608.78
29907,711,752.98
43357,1408,1340.16
42333,1297,1272.86
11828,5096,5574.31
48950,2047,1972.61
46029,1728,1704.56
14218,5763,5823.87
15507,6212,6555.48
44276,1576,1672.8733333333334
2921,3287,3321.48
28036,658,656.41
5160,3770,3656.29
20450,8796,8496.51
31485,765,729.9
50353,2246,2432.6
37023,965,951.82
16304,6525,6426.64
32516,798,729.6
19518,8150,8285.13
9629,4637,4861.74
33091,815,841.3120000000001
52559,2535,2649.43
31361,760,874.64
13079,5416,5394.58
15663,6282,6125.36
30266,725,894.31
3049,566,616.49
19844,8405,8092.39
38924,1052,1124.955
35913,919,783.02
10915,4890,4869.0
7829,4298,4267.51
15555,6237,5985.45
34596,470,466.02
44844,1625,1622.828
19248,7982,7083.64
39293,491,490.15
21927,10000,9837.95
30830,743,703.57
19825,8393,8241.97
44710,1614,1926.92
6308,4024,3780.65
6928,4139,3965.76
51480,2379,2419.37
18799,7695,7787.45
29613,439,445.5
44345,1580,1775.035
29389,698,676.53
39967,1106,1157.88
9112,4531,5098.05
4139,3544,3936.99
37643,990,980.31
41301,1212,1212.42
45965,526,519.81
13637,5581,6232.4
17098,6817,6364.01
48906,2041,2021.79
23864,11957,11162.6
38310,1018,1085.48
3880,3484,3480.69
32932,811,831.43
11633,5051,4857.6
10647,4836,4540.78
41067,1191,1139.8915000000002
33563,830,835.39
53624,552,543.76
14669,5920,6173.96
2884,3280,3159.22
20057,625,592.27
20384,625,623.36
7623,4260,4268.06
38837,1049,1127.67
19065,7847,8034.68
11431,5003,5219.61
26497,16104,15752.65
2458,3190,3664.72
33986,847,919.2
29080,689,782.8
9877,4681,4615.73
34334,862,806.86
29768,709,679.04
32147,786,855.39
20362,8758,8397.634
39840,1098,1135.62
35458,900,847.928
35069,886,820.96
40352,1129,1095.5
34869,878,830.41
24932,13387,16622.11
10675,4840,4339.4
1717,561,564.77
49373,2100,2150.71
19922,8469,9905.28
51717,2401,2163.69
13763,5610,6709.11
42027,1267,1175.21
29841,710,696.02
6771,4108,4009.61
17336,6956,7368.71
24848,13250,12776.86
9196,4548,5092.14
39714,1090,1243.29
43147,1389,1367.09
35570,906,905.52
24375,637,586.07
3383,408,415.83
18461,7509,10097.32
13056,5410,4966.03
4212,3567,3872.88
23370,631,613.05
34612,470,559.69
50894,2317,2240.81
5890,3931,4168.17
26375,15851,16335.99
40250,1125,1013.46
41819,1250,1297.5
13917,5665,5605.11
49519,2122,2282.78
12876,5366,5698.37
12004,5147,5444.67
47464,1858,1954.16
10697,4846,4315.37
11811,5091,5015.19
11617,5049,4649.95
14294,5787,5893.7
50086,2206,2853.93
35722,911,906.11
11277,4973,5455.6
1067,558,529.71
24406,12647,13877.7
16294,6518,6364.01
25275,13919,17153.15
37058,968,949.99
7455,4234,4261.95
49082,2061,2307.09
36577,945,1048.58
41340,1216,1267.65
37180,972,966.3
42985,1367,1139.58
50662,544,575.43
21718,628,675.32
13253,5477,5826.85
35711,911,910.4966666666666
41898,1260,1291.64
18759,7666,8014.31
48220,1949,1909.09
38137,1013,955.03
23069,11104,9316.21
48902,2041,2049.16
26806,16689,16109.91
36927,961,963.99
26038,645,652.18
24581,12883,15886.08
39973,1107,1057.09
47134,1830,1808.4
20951,9169,8995.79
52228,2484,2245.79
44776,1622,1687.94
11398,596,597.63
34238,855,851.55
18174,7367,7262.95
25614,14482,13328.16
18938,7785,7364.59
18946,7790,7632.94
22515,10553,12991.26
48505,1982,2010.51
9455,4597,5212.23
1877,3073,2967.32
985,2896,3006.27
862,2871,3003.94
29264,698,669.54
38556,1034,809.9
48705,2010,2320.15
9330,4580,4704.22
19958,8505,9488.75
43000,1368,1280.39
18287,7430,7450.86
8162,4362,4189.91
35204,891,827.28
22403,10428,10331.13
11193,4956,4726.43
33253,825,764.828
40503,1143,1189.86
15742,6296,6067.81
2383,561,567.67
44620,1608,1628.95
48730,2012,1964.48
50085,2206,2271.277333333333
29710,707,660.1366666666668
72,554,554.09
42242,1292,1303.89
42083,1273,1239.67
21751,9820,9049.75
4320,3596,3494.78
37744,997,1086.36
15645,6272,6212.96
12172,5182,5301.17
37610,485,498.9726666666667
16987,6785,7111.97
31224,756,697.58
1846,3063,3090.02
25573,14412,14039.12
39604,491,574.27
27778,648,640.56
35029,882,874.31
33367,827,830.2
11734,5070,4854.98
13073,5412,5743.54
9038,587,641.172
21720,9789,9339.9
16513,6600,7032.71
29756,709,694.47
15634,6271,5740.08
18384,618,531.44
45447,1673,1730.48
52934,2591,2567.79
16911,6751,6924.63
28737,680,674.7633333333334
34519,868,906.76
18338,7459,7881.04
30349,728,754.66
12258,5206,4680.9
32405,791,742.58
24433,12686,12674.61
48645,537,746.08
14185,5756,6006.83
14739,5935,6430.22
21690,626,669.0
12542,5269,5120.32
875,2873,3157.11
17845,7198,7038.39
14791,5951,5364.41
51004,2326,2028.23
51330,2362,2636.28
38602,1038,985.21
45039,1639,1820.4
5036,3749,3875.48
15170,6097,5514.97
8068,583,675.72
35024,882,866.18
31842,775,882.38
7050,579,577.9
26571,16278,16576.5925
24361,636,695.53
771,2858,3125.3
15085,6062,5481.06
7211,4191,4034.93
21675,9779,9645.48
44166,1565,1627.03
42236,1292,1422.98
45170,1654,1531.09
14721,605,594.2908333333334
23492,11498,9693.86
32356,789,748.24
43177,1390,1335.24
10048,418,454.05
11299,4980,4582.64
25533,14352,13707.35
23142,11161,11107.31
10636,4831,4911.545
37087,969,977.14
7298,4202,4018.34
2006,3102,3132.1
52929,2591,2776.72
3785,3462,3492.76
5854,3920,4346.44
30407,730,829.69
41110,1195,1178.52
15371,605,581.85
38292,487,489.77
50461,2265,2319.7
20406,8770,8647.65
46587,1786,1789.74
12953,5387,7422.9130000000005
9197,4548,4855.96
3439,3387,3260.7
27422,18027,15998.24
9957,4699,5692.32
23414,11405,15105.7
53013,2598,2701.57
17177,6858,7075.04
22325,10367,9337.47
13394,602,649.83
40916,1179,1222.8
52467,2517,2541.06
10211,4742,4750.01
29984,716,767.72
32610,456,462.13
28967,435,532.43
30747,740,797.09
7768,4284,4518.04
43089,1381,1645.05
8220,4372,4412.73
39305,1069,1092.98
47768,1894,1951.13
28092,663,606.76
18160,7359,7808.77
26448,15991,15282.62
31267,449,452.0925
37953,1007,959.65
48194,1947,2012.175
12119,5167,5152.28
35892,918,929.55
8023,4332,4172.92
37967,1007,977.94
28280,363,396.98
52777,2565,2383.76
35288,473,485.66
24458,12720,14959.27
34511,868,836.27
33428,828,768.465
31518,765,737.67
18,351,388.75
3344,3378,3638.65
40153,1116,944.825
13105,5424,5233.8875
11521,5026,5571.04
39454,1077,1138.3
22308,10350,8934.276666666667
45546,1687,1619.23
26253,15707,14757.48
32298,454,462.1
18818,7706,7040.38
6318,4028,3819.55
7617,4260,4500.62
34875,878,831.95
43396,1410,1447.32
12700,599,585.49
16481,6586,6299.71
36880,958,1038.34
28480,672,708.08
45408,1668,1756.42
27235,17605,16569.63
46010,1726,1903.61
29988,716,744.78
49208,2079,2013.9
1951,3086,3526.8
16494,6591,6478.32
12550,5273,5718.76
14360,5814,6113.82
35166,891,880.68
45274,1662,1816.05
12108,5166,5171.17
43619,508,463.88
8795,4472,4524.13
37334,981,884.19
7518,4242,3888.13
2641,3230,3488.44
9313,4578,4564.78
21485,9581,9842.26
50706,2291,2300.61
51930,2440,2464.12
1101,2913,2045.76
42591,1331,1294.375
33386,827,880.46
24232,12431,11891.74
14674,5921,5674.3
50412,2258,2008.94
28594,675,669.15
34312,858,773.46
6980,4153,3948.64
34354,863,844.73
35363,898,823.49
31513,765,716.13
12446,5242,6368.14
3161,3335,3418.17
11665,5056,5645.54
48914,2041,2069.53
45786,1708,2082.61
2180,3136,2524.66
39267,1069,1038.8
2838,3269,3415.32
49258,2088,2159.61
5073,3750,3725.64
29200,694,681.51
23575,11586,11730.93
11275,4973,4634.36
33445,828,802.11
44750,1619,1662.4
20724,625,601.17
3686,3447,3700.82
39075,1059,1043.25
8173,4363,4302.98
9488,4606,4140.13
8870,4484,4566.04
37754,998,979.584
3860,3478,3407.14
34329,861,912.39
11563,5035,4843.94
20615,8915,8273.53
14632,5908,5691.106666666667
9155,4540,4541.2
48543,1988,2123.33
49389,2103,2035.54
43481,1420,1619.5214999999998
48499,1981,2226.02
46645,526,536.7
51803,2415,2320.93
48150,1941,1948.77
50913,2318,2500.27
43201,1395,1492.928333333333
12105,5166,4934.160666666667
40410,1134,1245.92
47050,1821,1803.88
13416,5510,4974.766
24001,12168,14326.35
34046,851,850.28
46929,1815,1769.55
22555,10602,9748.27
33929,844,1093.99
37035,967,929.19
48206,1948,1709.62
50587,2282,2307.2
37827,1002,890.2
22685,629,663.21
33812,842,856.47
9185,4545,4653.58
53377,2660,2262.38
46642,526,538.63
15829,6334,6695.99
40616,499,524.88
30684,737,725.33
48379,1965,2161.09
38674,1041,1074.26
31466,765,690.74
15669,6285,5792.26
46905,1814,1810.54
36998,965,1007.61
7793,4289,4468.03
51581,2393,2174.72
37136,971,1013.32
36137,928,902.68
37278,484,453.93
35831,915,976.66
43750,1438,1446.43
18494,7532,6663.69
20658,8947,9177.75
8400,4401,4454.08
26317,15819,17117.08
40986,1181,1198.04
10564,4816,4655.58
2652,3234,3146.12
51284,2360,2352.99
983,2896,2942.97
28114,663,672.17
11026,4917,4821.57
30293,447,517.92
6033,575,609.32
12408,5235,4927.24
21144,9301,8223.84
19289,8010,7428.79
12157,5176,4614.26
51927,2438,2989.71
28629,434,417.65
24363,636,659.77
23249,11257,11467.82
30557,734,785.21
6740,579,667.11
5523,3852,3974.48
31699,770,745.08
23882,11975,12815.84
6723,577,531.19
24301,12549,12328.47
15990,6399,6516.17
33724,838,817.31
17238,6895,6904.95
33534,829,839.6825
12804,5339,5450.42
7217,4191,4345.83
31119,754,829.77
40708,1158,1190.27
34863,878,878.74
47551,1873,2027.58
18106,7325,7168.67
39126,1061,1065.77
45168,1654,1651.85
48022,1922,1669.35
53795,2731,2541.64
20254,8685,8932.42
49561,2131,2220.71
18714,620,590.57
49009,2051,1937.21
32592,802,838.62
14693,5929,5493.91
2924,3288,3164.66
23456,11452,10692.69
52076,2456,2519.95
41573,1238,1536.41
44839,1625,1822.01
30108,720,713.98
2252,3150,3318.32
41745,1244,1264.05
36275,477,473.4
30953,449,486.85
2129,3122,2901.71
24264,12490,10636.88
7982,4325,4179.68
28084,662,706.99
20572,8886,9108.99
39407,1076,1016.16
6093,3975,3936.9
7048,4163,3585.93
43688,1436,1287.4666666666667
3203,3346,3726.27
11693,5067,4745.94
53015,2598,2571.87
44485,1597,1780.9558333333332
22772,10796,10031.54
7459,4234,4302.64
47889,1913,2057.29
31640,450,467.01
33344,827,842.17
2213,3143,3231.62
34963,471,561.71
15888,6353,4975.65
48452,1975,2017.13
40538,1148,1068.25
38304,487,521.1
36413,942,902.56
10487,4796,4761.27
31980,776,781.42
16146,6451,5577.52
26194,15562,11415.96
5599,3871,3940.81
5166,3770,4119.993333333333
47441,1856,2033.96
48897,2040,2043.23
9973,4702,4405.23
18122,7336,7042.49
50841,2310,2152.28
47703,1884,1896.27
13984,5694,5610.47
4134,3544,3540.2
33642,833,935.49
15009,6046,6089.6
31986,776,724.95
38863,1050,1041.87
44645,522,524.18
11509,5020,5020.17
43744,1438,1332.69
49959,540,489.81
5326,3808,4242.36
16789,6691,6759.53
12661,5301,5188.445
1511,2994,3113.27
34756,876,928.02
241,2788,2096.09
44277,1577,1702.29
8867,4483,4773.97
48584,1993,1884.47
41700,1241,1292.85
15320,6150,6489.82
14574,5884,5940.45
17819,7182,7102.87
40997,1181,1108.77
52249,2487,2352.59
20266,8690,8853.913333333334
36691,951,1026.39
3607,3427,3087.69
16800,6701,6514.18
25636,14519,13950.95
29736,708,723.2885714285715
21099,9273,8214.3
42934,505,514.148
46874,1813,1716.86
36093,926,1011.03
1180,2930,3050.64
50709,2292,1994.76
32009,777,741.37
22658,10704,10746.48
36477,943,945.01
50862,2313,2294.65
52570,2536,2527.8
15998,6401,5815.11
22395,10419,11596.99
28352,667,728.16
66,553,591.59
26603,16339,16493.51
32427,792,955.44
41445,1229,1302.88
45793,1709,1676.85
33426,828,710.17
32948,460,502.58
10164,4730,4530.63
39787,1095,1004.82
12696,599,610.88
35350,898,897.67
48930,2042,1997.3220000000001
5303,3801,4402.05
46275,1754,1704.7625
11587,5040,4805.82
5407,3819,4480.88
4199,3563,4276.12
4112,3538,3813.69
34216,855,821.41
1399,559,666.13
35971,920,906.78
25681,642,724.97
6048,576,568.95
48444,1974,1989.36
50386,2251,2027.35
20526,8852,8729.215
12095,5164,5074.19
25684,643,660.57
20235,8666,8296.95
11090,4928,4970.02
2840,3270,3333.82
4937,3730,3527.03
24409,12648,14179.05
39507,1080,1243.39
44236,1573,1494.84
22593,10644,10776.62
45415,1668,1629.91
16996,6787,6610.1466666666665
28596,675,661.87
36699,952,890.41
49370,2100,2029.42
23573,11584,11322.27
19469,8110,8205.53
31624,450,448.07
32235,789,826.87
21106,9278,9585.57
11536,5028,5026.83
25645,14542,14214.11
6711,413,486.06
41680,1240,1239.52
47821,1904,1972.45
17421,6981,6712.4
28336,666,679.02
8802,4474,4890.49
23892,11988,14572.685
38773,1046,1020.31
7282,4200,4074.35
17901,7229,6837.75
52114,2462,2434.12
32666,802,800.63
40416,1134,1371.93
9933,4692,4874.71
26140,15440,15804.05
17771,7155,8160.6
6085,3972,3911.76
33802,842,813.2080000000001
14353,5812,5556.96
36053,924,909.324
50468,2266,2385.45
6682,4101,3988.35
16662,6662,6451.18
36609,477,466.31
35835,916,727.73
38830,1048,1032.72
13643,5584,5944.275
134,2765,2957.9
41175,1200,1171.62
11006,4915,4418.84
29087,689,662.61
38862,1050,1040.72
27664,18656,16229.62
13750,5606,5835.243333333334
18403,7479,7456.05
27092,17227,17260.58
6464,4053,4186.58
1129,2919,2921.67
51683,2398,2382.04
39872,1102,1178.15
29989,716,729.36
21652,9745,8952.97
36854,957,1005.23
21036,625,622.99
16950,6770,7678.11
28477,672,668.21
30952,449,453.79
49096,2063,2006.2242142857142
37894,1007,968.71
16265,6505,6778.93
9061,4516,3718.69
20854,9075,9346.87
8774,4468,4435.16
31505,765,693.03
19931,8480,11274.53
38496,1031,956.12
14796,5952,5850.22
35243,895,924.24
11493,5018,5002.66
30050,719,716.75
12364,597,568.9
29629,442,501.08
47228,1840,1739.11
21563,9664,10395.81
45669,1694,1742.85
33439,828,825.43
34151,854,804.65
7701,4276,4957.4
43049,1376,1430.95
46586,1786,1757.18
12306,5219,5097.79
52207,2481,2476.14
16318,6530,6110.34
19823,8391,8546.95
11005,4915,4773.9
51294,2361,2490.88
14056,605,585.94
52036,2450,2656.07
43231,1397,1272.53
20920,9137,9087.02
41579,1238,1121.28
21842,9901,8854.85
40499,1142,1122.54
39494,1079,1077.17
27819,650,640.0433333333333
47732,1890,1904.39
42194,1286,1444.77
15336,6159,6515.29
29956,445,583.75
31896,776,775.38
11019,4916,5083.36
24424,12677,13271.08
30020,717,734.63
21677,9781,11174.42
11457,5008,4846.37
21441,9547,9272.43
46977,530,540.78
21244,9391,8732.17
49443,2110,2238.11
4432,3615,3584.39
3881,3484,3532.54
48294,1957,1852.76
6601,4081,3974.43
49819,2167,2447.77
26810,16694,16713.29
40478,1141,1152.37
29350,698,684.25
